Bahnaric,Vietnamese
vĭ,bùn
drut,đẩy
su`p anhe`m kơ tuăl,bún riêu
sŭp anhĕm kơ tuăl,bún riêu
drôih,đi từ sáng tinh sương
drôl,cuồn cuộn
drô̆,một mình
drô̆i,hùa
ap,bụng
bơdũk,bụng
dră,hong
dră,phơi
bơdŭk,bụng
dô̆i,bụng
drăk,dụng có lấy lửa của người dân tộc thuở xưa làm bằng dây mây
drăk,trỉa
klak,bụng
pơ dŭk,bụng
pơduk,bụng
pơdŭk,bụng
klăk,bụng
drăl,cá cọp
drăm,ché
pơngot,bụng
bơranh,bụng ỏng
drăm dro,ru rú trong nhà
drăm drom,nhộng
drăm xik,ché
drăng,cái que
pơ,bụng ỏng
hnôi,bụng phệ
pơtăk pơtông,bụng phệ
yak,bước đi
drăt,cần
drău,bảy
drău,này
drău,sáu
drĭ,xê dịch
drŏk,bị mốc
yak năm,bước đi
drŏng,chiếc
'buôi,buổi
drŏng,cái
drŏng,sợi
drŏng sŏk kơ̆l,sợi tóc
ah,buổi
drŭng drŭng,tiếng chó sủa gâu gâu
drŭng drŭng,tiếng đồn thổi
drŭng drŭng,đồn
drŭt,không
drŭt,đẩy
drŭt drăt,làm liều không cần biết đúng hay sai
drơh,sàn nhà bằng tre
drơih,chạm nhẹ
drơih,sượt qua
jơnang,buổi
drơl hơdrơl,chỉ hai người lớn bằng nhau
drơng,đón tiếp
kơ,buổi
drơ̆ng,trả lời
drơ̆ng,đỡ
drơ̆p,rập chim
drưt,khè
drỡng,đồng ý
duat,thẫm
kơ'năr,buổi
kơxơ̆,buổi
duch,mợ
nar,buổi
năr,buổi
duh,cũng
duh,cần
duh,đầy đủ
pơgê,buổi
dui,kéo
dui,níu
dui,thở
dui dai,có vú dài
'năr,buổi
dui dih bơl,dìu nhau
dui jơ hngâm,thở
dui jơ hâm,thở
dui jơ'ngiơm,thở
dui jơhngơm,thở
dui tơ nơ̆k,kéo vó
duichơhơ̆m,thở
duing duơng,cá vẫy đuôi nhẹ nhàng
duing duơng,đi nhẹ nhàng
duit,xanh
duit,được bao quanh
anăr,buổi
kơmăng,buổi
pơ,buổi
til,buổi
buôi,buổi
jơnang ,buổi
kơnăr,buổi
kruôĭ 'bŏng,bưởi
dum,chín
dum,đỏ
dumxah,tím
dun,thụt
dung,chuồn
dung,hèn
dung,lâu
dung,rất
dung,đàn bầu loại lớn làm bằng tre
kruôĭ bŏng,bưởi
dung dơng,"tiếng ""tùng tùng"""
dung dơng,tiếng tùng tùng
dunh,lâu
dunh,lượm
dur,trầm
dut,dốt
kơsơ̆,buổi chiều
duônh,nhặt
kơxơ̆,buổi chiều
duĕr,quạt
duĕr duĕr,cái quạt máy
duĭnh,quay
duĭnh,tròn
gŏh kơ xơ̆,buổi chiều
duĭr,quẩn
dâu,một loại ghè
jơnang kơsơ̆ ,buổi chiều
dê,bị nhục
dêh,chạp
kơsơ̆ ,buổi chiều
dêh,lắm
dêh,mạnh
dêh,quá
dêh,rất
ah pơ gê,buổi sáng
dêk,bưng
dêk,giở lên
dêk,nâng
bơgê,buổi sáng
dêk dih tŏng,kéo vó
dêk hơ nhă,kéo vó
pơgê,buổi sáng
pơge,buổi sáng
dên,lớn
dô,dài
dô dô,dài thòng lòng
dô tơdô,dài lòng thòng
dôh,chỉ đủ
dôh,từ đặt cuối câu để chỉ
dôh,từ đặt cuối câu để chỉ đủ rồi
dôi,tô lớn bằng gỗ hay đất sét
dôih,lây
dôl,cái phao
dôl,phao
bơgê ,buổi sáng
dôm,bao nhiêu
dôm,chứ
jơnang pơgê ,buổi sáng
dôm,mấy
dôm,những
dôm,thình
hrôih,buổi sớm
dôm yơ,mấy
dông,cháu được về trọng lượng
dông,hậu
dông,nổi
dông dôih,dài lòng thòng
dông dôih,x
dônh,lượm
dôp,loại áo tơi đan bằng lá cọ
dô̆,ở mãi trong nhà
kơ măng mô̆t,buổi tối
kơ xơ' măng,buổi tối
dô̆ng,đứng
kơ xơ̆ blăng blưh,buổi tối
dă,khá
dă,thừa
dăk,cào
dăm,dăm
dăm,tiếng gọi con trai cưng
dăm,tiếng gọi trai cưng
dăng,giống dây
kơmăng,buổi tối
dăng,nghén
dăng,thả lưới
găh kơ 'măng,buổi tối
dăp,hết
jơnang kơ'măng ,buổi tối
kơ năr dơ̆ng,buổi trưa
dĕch,khéo léo
dĕch,thôi
dĕchdon,khéo léo
dĕk,cười
dĕk,nấc
dĕk,tươi
dĕl,lắc
dĕl,đu
dĕng,chân quanh đìa bằng phên để bắt cá
dĕng,ngón út
dĕng,trữ
dĕng,vẫy
dĕnh,nhanh
dĕr,bay
dĕr,mỏng
dĭ,cũng
dĭ,của
dĭ,hết
dĭ,tất
dĭ,tất cả
dĭch,đầy
kơnăr,buổi trưa
dĭk dĭk,tiếng ầm ầm
dĭl,đu
dĭng,cái
kơ'năr dưng,buổi trưa
dĭp,ấn xuống
dĭr,bay
'nhă pơlai,bướm
dĭr,mỏng
dŏ,hứng lấy
dŏ tơdŏ,người mang gùi nặng
dŏk,bú
dŏk,cụt
bơlai,bướm
dŏl,chống đỡ
dŏl,đưa
dŏn,chỗ đất cao
dŏn,ghề
dŏng,cứu
met meng,bướm
dŏng,để dành cho
dŏng dŏng,gà trống khoai
dũk,nhào
dŭ,trong lòng
dŭ,ở
dŭk,thình
măt meng,bướm
dŭl,chặt
dŭl,qua
dŭl,đưa
dŭl dăl,chỉ trái lớn tòng teng
dŭm,"tiếng nổ ""đùng"""
dŭm,tiếng nổ đùng
dŭn,lùi lại
dŭng,bá
pơlai,bướm
mak,bướm
dŭng,kéo xuống
mat meng,bướm
mèng,bướm
dŭng,tùng
mêng,bướm
măt,bướm
dơ,chuyển đi
dơ,chơ vơ
măt mèng,bướm
dơ,nhả ra khỏi miệng
dơ,treo lủng lẳng
dơ,ơpliôh (ð bơnôih bơlôh là
dơ,ơpliôh ð bơnôih bơlôh là
măt mêng,bướm
dơ'bêl,đầy ắp
dơ'bông,ngồi vây quanh
dơ'bŭl,chụm một chỗ
dơ'bơ̆l,đầy ắp
dơ'dưk,tiếng nổ rền vang
dơ'mơ̆m,chôn xuống một nửa
dơ'mơ̆m,măng mới mọc
nhă pơlai,bướm
dơ'ngôl,chỉ người lớn đang ngồi chờ một mình
dơ'ngŏl,chỉ một em bé đứng hay ngồi một mình
dơ'ngŭk dơ'ngăk,nhiều cục đá lớn hay đống lúa chất lên nhau
dơ'ngŭl,ngồi yên không nhúc thích như pho tượng
dơbak dơbơn,hai cô gái đẹp
dơbeh,gạt
dơblenh,buồn
dơblenh,phiền muộn
dơbuh,nhảy xuống
dơbŏm,má đẹp hồng hào
dơbŏng,chĩa
dơbŏng,chỉ vào
dơbŏng,hứng
dơbŭk dơbăk,nhiều hoa nở rộ
dơbŭl,chỉ người hay vật nằm bất động
dơbơ̆l,má đẹp hồng hào
koei,bướm trắng
măt mèng kỗk,bướm trắng
dơch dach,một vùng mênh mông bằng phẳng
plô̆i,buôn làng
dơdak,một loại cây thân gỗ mềm
dơdak,rãi
dơdap,cây vông
dơde,một loại ghè
dơdeh,chảy xiết
dơdeh,im phăng phắc
dơdeh,mãi
dơdeng,keng
dơding dơdang,cây rậm rạp
dơdip,to và bén
dơdit,chim dù dì cùng họ với cú
dơdiu,dùn
dơdiu,êm dịu
dơdiu,đen kịt
dơdra,chòi canh trên cây
dơdra,giàn dây leo
dơdrah,rừng thưa
plơi,buôn làng
pơlei,buôn làng
pơlĕi,buôn làng
dơdrêp,tán cây
dơdrô,rượu ghè
dơdrăng,chính xác
dơdrăng,diều hâu bắt rắn
amông,buồng
dơdrăng,về hướng
dơdrăp,lại lần nữa
dơdrău,sáu
hơdong,buồng
dơdrŭng,gói
dơdrŭng,lồng
dơdrơ̆u,sáu
dơduei,trẻ em biết đi vững vàng
dơduh,rộng
hơdrai,buồng
dơduh,tiếng vỗ trống thùng thùng
dơdui,co kéo
dơdung tơdung,tiếng súng nổ ầm ầm khắp nơi
dơduă,người cùng một xứ
dơduĕnh,xoay nhanh
dơduĕr,xoay tít
dơdă,nói cà lăm
dơdă,đúng
dơdăk dơdŏl,vật treo lủng lẳng
dơdăng,tạm thời
dơdăr,ào
dơdĕk,linh
dơdĕk,thật
dơdĭ,cứ
dơdŏk,tính
hơdring,buồng
dơdŭich,đi vòng quanh
dơdơ̆r,ồn
dơdưng,bụng lớn
dơdưr dơdar,hang sâu rộng
dơgal,ghen tị
dơgal,giành
dơgal 'yŏk,chiếm
dơgar,tranh giành
dơgar,đòi mẹ
dơgiêng,xum
dơglưm,vật nhau
dơgu,chất đống
dơgu,sưng vù
dơgơ̆,gẫy
dơh,mình
dơh,nghỉ chút ít
dơhah,chỉ há nhỏ miệng
dơhek,làm cho rách
dơheng,hơ lửa
dơhia,thường ngày
dơhiar,căng ra
dơhiar,xoè cánh
lăm,buồng
dơhiot,lôi kéo nhau đi
phong,buồng
dơhle,chỉ tai dựng đứng
dơhlu,thổi
dơhlông,thanh ngang cổngg
dơhlăk,dính vào
dơhlăk,mang thai
dơhlăk,mắc việc
dơhlĕnh,có duyên
cheng gân,buồng
dơhlŭn,lõm xuống
dơhlŭp,búp
dơhlŭp,cắt tóc ngắn ngang tai như búp biê
dơhlŭp,cụp tai
dơhmăn,tha hồ
dơhnhôk,chỉ vật sáng
dơhning,che cản không cho thấy
dơhroi,chỉ trẻ nhỏ sắp hàng dọc
dơhôh,lỗ to và sâu
dơhôk,lỗ to và sâu
dơhŭt,người mập mà lùn
dơhŭt,ngắn ngủn
dơi,có
dơi vơi,thoi
dơi wơi,dụng cụ cuốn chỉ
dơi wơi,thoi
dơi wơi,trò chơi vòng quay ngựa gỗ
dơivơi,thoi
dơjuech,chân tay và mông teo lại
dơjuech,teo
dơjuĕch,nhọn hoắt
dơkhŏl,cục đá nhỏ
dơkhŏl,khúc cây ngắn
dơla,tiếng dùng cuối câu trả lời bao hàm ý nghĩa phủ định
dơlal,chán ngấy
dơlal,tái mét
dơliei,môi trề xuống
dơlol,chỉ vật nhỏ lồi ra
dơlol hlôl,vật lớn lồi ra
cheng găn,buồng
dơlôl,lồi ra
dơlô̆,ọe
dơlĕ,loại ốc sên
dơlĭl,cùn
dơlĭl,lạt lẽo
dơlĭl,lặng thinh
dơlŏl,đầy
dơlŏng hoi,trống hai đầu
dơlŭl,lòi ra
dơlơ̆l,bầm tím
dơmleng,mãi tới
dơmlin,ngồi xếp bằng
dơmlơl,đầy ắp
dơmônh,ngày mốt
dơmăn,bằng phẳng
dơmŏng,đá thường được xem như thần thành
dơn,khắc
hơng lu`ng,buồng
dơnau,hồ lớn
hơng lŭng,buồng
dơng,đứng
hơnglung,buồng
dơngơ̆l,cây đã chặt còn để lại gốc
dơngưl,cái cọc
hơnglŭg,buồng
dơnhŭm,cây cẩm lai
hơnglŭng,buồng
dơnoi,dãy  tài sản tổ tiên để lại
lăm hnih tep,buồng
dơnoi,tua vải ở khố
dơnoi,ống đựng lúa trỉa
dơnol,cây chống
phŏng,buồng
kram,bương
kram 'nao,bương
dơnuh,cái dùi chiêng
dơnuh,dùi chiêng
dơnuh,nghèo
dơnuh,tro bếp
dơnuh,để tang
dơnuônh,kia
dơnâu,hồ lớn
kram brê,bương
kram nao,bương
dơnăng,cây bình linh
kram tơbăng brê,bương
dơnĭl,cứng lòng
hoơ ayơl,bương
hơ ayơl,bương
dơnŏ,khâu đao
pơ le,bương
dơnŏng,khó dạy
dơnơh,phần thịt ức
dơnơ̆m,trầm
dơnơ̆m,vang dội
dơnơ̆m,âm u
dơnơ̆ng,cây gỗ hương
pơ o,bương
dơnơ̆ng,ổn định chỗ ổ
dơrak,ngày thứ nhất sau khi chôn đất
dơrang,thổi bay
dơră,lịch sử  x tơtăm
dơră,lịch sử x tơtăm
dơră,qua đuổi người
dơră,rẫy ngắn tay
dơră,đất ra
hơ de,bương
dơwêng,chim lượn quanh
dơwêng,ngồi
dơwĭl,tròn
'long chih,bút
chih,bút
long chih,bút
dơxum,diều hâu ăn rắn
dơxôm,bùi nhùi
along,bút
dơyan,trái mướp
dơyoch,người hay vật đứng thẳng
dơyô,mau lớn
dơ̆,tiếng đánh trên vật mềm
dơ̆,ước
along chih,bút
dơ̆k,ran
dơ̆k,râm
dơ̆l,bít lỗ
dơ̆l,kon
dơ̆ng,bút
dơ̆l,viên bi bằng thủy tỉnh vàng
dơ̆m,chòi
dơ̆m,nhử lươn
dơ̆m,thầm
dơ̆ng,chỉ mực nước đứng
dơ̆ng,chịu trách nhiệm
long chỉh,bút
dơ̆ng,nữa
plim,bút máy
dơ̆ng,từ
dơ̆ng,đứng
dơ̆p,che
dơ̆p,loại dưa gang chín vỏ xanh
dơ̆p,đậy
dơ̆r,đạp
dơ̆t,đẩy
dư,háu
dư,về
dư,vụng
along chih đak mư`k,bút mực
dư̆,chơi
along chih đak mư̆k,bút mực
dư̆ dư̆,nói nặng lời
hnih'yok,bưu điện
e,mày
hơnih  iok pơtruh khong,bưu điện
eh,rặn
eh,sưng
hơnihtơ mŭt rong ngir,bưu điện
eh hĕm,tiếng tằng hắng
pơtơ̆ng rŏng 'ngit,bưu điện
ei,như
ei,thán
ei,thế
ei,đó
ei,đúng
ei,đẹp
ei,ấy
ei ăi,cũng cái hồi này
ei ăi,cũng hồi này
hnih ba iŏk hơ ar,bưu điện
hơnih gơih tơmam,bưu điện
eng,bằng lòng
eng,miết
eng,mãi
eng,thiu
eng,uốn mình
eng ong,cứa
ep,nhìn qua
erel,cây đậu khấu
erih,sống
eriu,thức dây
erĕnh,núi liền đông nam kontum
et,lấy
c,c
et,thánh thót
et,uống
et,đám
et eng,tiếng kêu ve ve của ve sầu
et et,tiếng kêu két két của đàn vẹt
ca,ca
et phep,nhấp
et phep sơdrô,nhấp rượu
eĕ,tiếng rủ nhau
joh,ca
fing,kết
nhông,ca
fir,tiếng dạn pháo nổ ầm
fir fir,tiếng thanh gỗ đập vào vải phành phạch khi dệt
ga,nghiện
ga,ăn một cách ngon lành
nór,ca
pơma,ca
'bai,ca
anu,ca
b`ai,ca
bai,ca
brông,ca
bơngai,ca
gah,đuổi
gah 'ma,phải
gah 'ngeu,trái
gah 'ngir,trước
gah 'năr lĕch,phía đông
gah 'năr lĕch,đông
gah 'năr mư̆t,phía tây
djol,ca
hơdai,ca
gah ala,dưới
hơri,ca
ka,ca
gah lăm,trong
ka cho`k,ca
ka chŏk,ca
kơ chŏk,ca
gah waih,đơn vị đo chất lỏng
gah'ma,phải
gah'ngiĕu,trái
gai,cong
gai,mời khách uống rượu
gai,ngồi
gai,thời gian quá trưa
gai adro,góa
gai adro,thanh niên góa vợ
gai lông,sạch sành sanh
gak,canh gác
gal,ghen
gan,hoàn toàn
gan,hẳn
gan,một chút
gang,dây cườm đeo ở cổ
ganh,gánh
gao,kê
gao,một loại kê làm rượu
gao,sống dao
gap,kẹp
gar,ghen tương
nơ`r,ca
gat,gạt
gat,ấn định
gat,ở
ge,ché
ge,cái ghè
ge,của
nơ̆r,ca
ge,vò
ge go,trạng thái đi đứng chưa vững
ge sơdrô,ché
geh,huých bằng cùi chỗ
geh geh goh goh,đủ thứ việc
geh goh,lật mặt linh tinh
gei,chắc chắn
gel,bà gần
gel,loại cây cọ
geng,chỉ voi có một ngà
phong,ca
geng,xô đẩy bằng vai
geng,đẩy
geng gong,hình chữ chi
gep,gắp lấy
get,trái bầu
gi,nó
gi gring,tiếng leng keng của nhạc ngựa
prông,ca
gia,cắt tranh
gia,khá
gia,lẻ
gia,qua
gia,tranh
giah hnam,đuôi mái tranh
pơ,ca
gial,đưa
sơ̆,ca
giang,dời chỗ cho trâu
giang,đu
giao,giao
giat,đưa
giau,vễnh
giaĭ,có hại
giaĭ,hại
gih,hục
gin,ging
ging,cắm hoặc chặt cây làm dấu
ging,đính hôn
gioh,hơn
sỡ,ca
gion,giòn
giong,theo dõi
git,lái
git,nhận
tơ,ca
giul,đong
asĕch,cá
giêh,mệt
bia,cá
giê̆ng,kiêng cữ
giông,cây sao
giông,của nhân vật truyền thuyết người bana
giô̆ giă,lõm
giăm,gần
giăng,cây lấy ra độc để suốt cá
giăng,giĕng
giăng,kiêng cữ
chơnỡk,cá
hlum,cá
giăr,sao
hơxai,cá
ka,cá
kreng,cá
tŏng,cá
giĕr,cây sao
giơ̆ng,có thành quả tối
giư̆ch,ùa
giư̆ch truh,ùa
glah,xòe ra
glai,lỏng
glai,nước tràn lên
xaka,cá
xăi,cá
bơ,cá
glang,cùm lại
ca,cá
glang,mỏi
glang,đẽ
glang glơt,đàn tơ rưng
glat,xắt lát
gle,con cù lần
gle,li
gleh,mệt
hơ,cá
gleng,mù mịt
gleng,mù tịt không hiểu
gleng,nhối
gleng,nhức
gleng,vắng
gleng,ù
gleng glăp,tối tăm mù mịt
gleng glơi,đàn tơ rưng
glet,cây có hạt nhỏ đầu trắng
ka đak,cá
kang,cá
kơ,cá
gling,đương
gling glĭp,trời lúc nắng lúc râm do nhiều mây
glip,thoáng
glo,tủy xương
gloh,hơn
lu,cá
glong,một loại chim
glot,tanh
glu gle,mắt cá chân
gluk glơk,nhìn láo liên
glung,cái
glung,mòn
glung,ngắn giữa
ra,cá
glêng,cùm chân
glêu glêu,trố mắt vì sợ hãi
glê̆,đãng trí
glôk,biết yêu
glông glông,ngọn lửa cháu bập dùng
glă,rẻ cỏ   để sạch lại đi
glă,rẻ cỏ để sạch lại đi
glă,xòe ra
glăi,nguy
glăn,mỏi
glăp,mịt
glĕch,cây có hạt nhỏ màu trắng  dùng để trang điểm trên liền khi
glĕch,hiểu rõ
glĕch,sửa trặc
glĕch,xuyên qua
glĭp,mù
glĭp,nháy
tăng,cá
glŏng glŏng,làn khói bốn lên thấy từ xa
glŭng,bụi bay
glŭng,glăng
glŭng,glŭng
vah,cá
wah,cá
glŭt,bị lúa bùn
glơh,luống tuổi
glơi,bơi
glơi,vẫy
glơi glai,nước mênh mông và trải rộng
glơk,trố mắt vì sợ hãi
glơm,ném
glơng,cán
chơ,cá
glơ̆k,đuối sức vì uống nước khi bị rơi xuống sông
glơ̆m,ném
glưh,chỉ một lần là hết
glưh,luống tuổi
că,cá
glưng,bao việc
glưng kher,chim hơn ca
glư̆t,bị lúa bùn
go,cong
go,gò
go,tiếng chế nhạo
goch,rọc
goch goch,nghẹt
goh,một loại chim sẽ đầu có lông đen
goh,một loại ghè
goh,no nhưng vẫn còn thèm
goh,trống không
ka ,cá
kơdih,cá
goi'long,ngọn cây
gok,con ve
gok,tấm ván giống như chiếc sõng để che mộ
gok,tấm ván giống như sõng để che mộ
"""jol",cà
gol,dừa rừng
gom,che kín
gom,trùm khăn che kín mặt
hơ,cà
gong,gáy
jol,cà
gong,sớm
gong gong,bầu xanh xắn
gong gong,cái bầu xanh xắn
gong xeng,mũi cong như mỏ vẹt
jĕu,cà
khŏi,cà
gop,một loại ghè
gop,đóng góp
kơ,cà
ot,cà
got,cần
got,nhớ lại
goăi,khòe
grach,cào cào
grah,cho bò
grah,cây lấy củ cho bò ăn khi bị giòi
grai,rồng
grak,tiếng gáy
gral,có hỏi đá
gral,trọc
gram,chăm sóc
gram gram,tiếng vật cứng chạm vào nhau
grang,cái rỗ xúc cá
grang,rồ
grang,rỗ
grang,rỗ xúc cá
grang,xúc
grang grach,cào cào xanh hay nâu
grang grang,tiếng làng keng của cong đồng va chạm vào nhau
grang tŏng,rỗ xúc cá ở mặt nước
granh,la rầy to tiếng
grao,gừ
grau,giật mình thức giấc
pro,cà
grau,vật cứng ngắn
teng,cà
grau grau,vật cứng ngắc
ơt,cà
brah,cà
ca,cà
gre,đẹt
che,cà
cheh,cà
gre tang wang,xe ôtô
djol,cà
greh,cào nhẹ để ra hiệu
greh,loại dây rừng có gai
grei,bặm ngựa
grei,gáy
ka,cà
greng grĕp,đi đứng không vững
pat,cà
rek,cà
gret,cứa
greu greu,tiếng lục lạc kêu leng keng
grih,nhiều
grik grik,có răng cưa
grik grik,tiếng ngáy 
grik grôk,thở khi khi
grin,tên một loại ghè
gring,dìu đi
gring,kéo
gring,một loại cua đá sống ở bờ suối
gring dinh,tiếng leng keng 
gring grơng,tiếng kéo lôi xềng xích
groa,đẹt
groak,tiếng sôi bụng
groch,chim heo
groh,ốm ròm
groi,bờm ngựa
groi,cao
sing,cà
groi,đỉnh đồi
ka đak tơxi`,cá biển
gron,nhốt
grong,canh thức
grong,lục lạc đeo ở cổ ngựa
gronh,làm hại
gronh,vi chuẩn làm hại răng
grop,cạn hết
gru,ma lạc
ka đak tơxĭ,cá biển
grua,suy nhược
choch,cá bống
gruei,thỏa lòng
gruih,nhổm dậy
grung grang,chỉ dáng đi uyển chuyển
gruơi,gruei
gruơk gruơk,tiếng sôi bụng ột ột
gruơ̆l,lăn ra
grŭm,tiếng cây lớn đổ ầm ầm
grŭn,ráng sức
grŭng grăng,chạy rầm rầm
grŭp,té nhào
halŏn,cá bống
hơlŏn,cá bống
grê,cái xe
grê,nghiêng
ka hơ luăn,cá bống
grê gra,chết ngổn ngang
grê gra,nằm ngửa 
grêh grêh,rè
grên,to
grê̆,choạng
grê̆,khệnh
grê̆,xích ra
grôi,chồn lớn
grôi,con chồn lớn
grôi,một loại lược để chải chỉ dệt
grôk grôk,tiếng sôi bụng ột ột
grôl,không khéo
grôl,vụng
grôn,ghề
grông,lớn
grông,lục lạc đeo ở cổ ngựa
grông,măng le ngâm chua
grông,to
grông grông,nhiều tiếng cười ầm ĩ
grôp,ôm
grô̆,vỡ gốc
gră,nhiều lắm
gră,rất
grăm,chìm
grăng,khoắn
grăng,khỏe
grăng,khỏe mạnh
grăt,ngưỡng ngùng
grĕng,càng
grĕng,lục
grĕng,răng canh
grĕnh,gầm gừ
grĭ,gom lại bằng tay hay bằng chân
grĭ,xích ra
grĭ gră,mang lỉnh kỉnh đủ thứ
grĭk grăk,người đánh nhau bình bịch
grĭk grăk,tiếng động lúc bò bánh nhau lịch kịch 
grŏ,heo rừng cái và bầy con
grŏ,heo rừng và bầy
grŏk grŏk,sùng
grŏk grŏk,tiếng nước sôi sùng sục
grŏl,lăn ra
grŏng,khó tánh
grŭn,sốt
grơk grơk,tiếng ngáy
grơl,hàn the
kơ'mon,cá bột
grơl,sang trọng
nơ̆r pơma pơrŏ,ca dao
grơng,lôi
grơ̆,chim kên kên
grơ̆,to
grơ̆,vỡ gốc
pơ ma nơr pơ trơ̆,ca dao
grơ̆n,chỉ người lãnh đạo
grơ̆ng,càng
grơ̆ng,gợn sóng
grơ̆p grơ̆p,tiếng giàỳ lộp cộp trên sàn nhà
pơ đơ`k nơ`r,ca dao
grưng,loạng
grẽ,nhắc
gu,tụi
guah,hoa mít không đậu
guam,cảm giác hơi tê tê ở hàm
guang hơguang,cao dong dỏng
guanh,năng
guanh,siêng năng
pơdơ̆k,ca dao
pơđơ̆k,ca dao
gueu,tối tăm
hơri tơdrong huê`,ca huế
guga,thanh long
gugul,một loại cây có nhựa thơm
gugŭng,kéo đâu theo đó
guh,hiì
guh,đồng lứa
gung,xô
gung geng,hất hay xô đẩy bằng cùi chỏ
gur,ăn quen
gur,đất sét cứng có màu đỏ (làm phẩm màu sơn gỗ
gur,đất sét cứng có màu đỏ làm phẩm màu sơn gỗ
gur,ủi đất
gut,bẻ
gut,lên dây ná  đặt bẩn
gut,lên dây ná đặt bẩn
guêng,cong như sừng trâu
guăi,khèo lấy bằng móc
guăn,kinh
guăng,canh gác
guăng,đẹp
guăng rŏ,đẹp
guăt,kỹ lượng
hơri tơdrong huê̆,ca huế
guŏng,đẹp
gŭm,giúp đỡ
bơ,cá lóc
gyar,sao
kơamon,cá lóc
gyăng,kiêng
hlor,cá lòng tong
gyăr,sao
gâu,sống
gênh,khập
gê̆,khạng
gê̆,khễnh
prim,cá lòng tong
gô,chờ
gô,chờ đợi
gô,phục
gô,sẵn
gô,xiên
gô,đợi
gô gỡ,bẻ thành từng khác ngắn
gô lui,khôn
gô lui,ngoan
gô rắp,đón
gô rắp tơmoi,đón khách
gôh,màu hung đỏ
gôh,đỏ
gôl,hai cột phía trước hiện nhà
gôm,tô lớn
gôn rơgôn,người này đè lên người kia
gông ngung gaih,nơi đi vệ sinh
gôp,tấm vấn giống như chiếc sõng để che mộ
gôp,tấm vấn giống như sõng để che mộ
gôr,chim trĩ
gõ,hóng
ka pơm măm,cá mắm
rơpông,cá măng
kơdih ơkơu,cá nhân
gõ mơh,nồi com ị
gă,khạng
gă,lấy tay gạt vào
găch,ngón hay gạch
ơkơu,cá nhân
găi,biệt
găi,bị lác
găl,cần thiết
găl,vừa vặn
găm,mượt
găm,rất
găm,đen
găm,đậu
găm hloh,đen hơn cả
găm hloh đĭ đăng,đen hơn cả
găm hăt,đen hơn cả
chơphe,cà phê
găn,cuốn
găn,có thai
găn,ngang qua
găn,qua
găn gŏ,con cuốn chiếu
găng,lạnh cóng
găng dra,cây chống như chữ y
găng dra,trói giăng tay
